,symbol,name,codename,industry
491,SH600635,大众公用,SH600635 大众公用,燃气
492,SH600637,东方明珠,SH600637 东方明珠,电视广播
493,SH600638,新黄浦,SH600638 新黄浦,房地产开发
494,SH600639,浦东金桥,SH600639 浦东金桥,房地产开发
495,SH600640,国脉文化,SH600640 国脉文化,广告营销
496,SH600641,万业企业,SH600641 万业企业,
497,SH600642,申能股份,SH600642 申能股份,电力
498,SH600643,爱建集团,SH600643 爱建集团,多元金融
499,SH600644,乐山电力,SH600644 乐山电力,电力
500,SH600645,中源协和,SH600645 中源协和,医疗器械
501,SH600647,同达创业,SH600647 同达创业,综合
502,SH600648,外高桥,SH600648 外高桥,房地产开发
503,SH600649,城投控股,SH600649 城投控股,房地产开发
504,SH600650,锦江在线,SH600650 锦江在线,铁路公路
505,SH600651,飞乐音响,SH600651 飞乐音响,光学光电子
506,SH600653,申华控股,SH600653 申华控股,汽车服务
507,SH600654,*ST中安,SH600654 *ST中安,软件开发
508,SH600655,豫园股份,SH600655 豫园股份,一般零售
509,SH600657,信达地产,SH600657 信达地产,房地产开发
510,SH600658,电子城,SH600658 电子城,
511,SH600660,福耀玻璃,SH600660 福耀玻璃,汽车零部件
512,SH600661,昂立教育,SH600661 昂立教育,教育
513,SH600662,外服控股,SH600662 外服控股,专业服务
514,SH600663,陆家嘴,SH600663 陆家嘴,房地产开发
515,SH600664,哈药股份,SH600664 哈药股份,化学制药
516,SH600665,天地源,SH600665 天地源,房地产开发
517,SH600666,*ST瑞德,SH600666 *ST瑞德,光学光电子
518,SH600667,太极实业,SH600667 太极实业,工程咨询服务
519,SH600668,尖峰集团,SH600668 尖峰集团,水泥
520,SH600671,ST目药,SH600671 ST目药,中药
521,SH600673,东阳光,SH600673 东阳光,工业金属
522,SH600674,川投能源,SH600674 川投能源,电力
523,SH600675,中华企业,SH600675 中华企业,房地产开发
524,SH600676,交运股份,SH600676 交运股份,综合
525,SH600678,四川金顶,SH600678 四川金顶,水泥
526,SH600679,上海凤凰,SH600679 上海凤凰,摩托车及其他
527,SH600681,百川能源,SH600681 百川能源,燃气
528,SH600682,南京新百,SH600682 南京新百,生物制品
529,SH600683,京投发展,SH600683 京投发展,房地产开发
530,SH600684,珠江股份,SH600684 珠江股份,房地产开发
531,SH600685,中船防务,SH600685 中船防务,航海装备
532,SH600686,金龙汽车,SH600686 金龙汽车,商用车
533,SH600688,上海石化,SH600688 上海石化,炼化及贸易
534,SH600689,上海三毛,SH600689 上海三毛,综合
535,SH600690,海尔智家,SH600690 海尔智家,白色家电
536,SH600691,阳煤化工,SH600691 阳煤化工,农化制品
537,SH600692,亚通股份,SH600692 亚通股份,房地产开发
538,SH600693,东百集团,SH600693 东百集团,一般零售
539,SH600694,大商股份,SH600694 大商股份,一般零售
540,SH600696,岩石股份,SH600696 岩石股份,白酒
541,SH600697,欧亚集团,SH600697 欧亚集团,一般零售
542,SH600698,湖南天雁,SH600698 湖南天雁,汽车零部件
543,SH600699,均胜电子,SH600699 均胜电子,
544,SH600702,舍得酒业,SH600702 舍得酒业,白酒
545,SH600703,三安光电,SH600703 三安光电,光学光电子
546,SH600704,物产中大,SH600704 物产中大,物流
547,SH600705,中航产融,SH600705 中航产融,多元金融
548,SH600706,曲江文旅,SH600706 曲江文旅,旅游及景区
549,SH600707,彩虹股份,SH600707 彩虹股份,光学光电子
550,SH600708,光明地产,SH600708 光明地产,房地产开发
551,SH600710,苏美达,SH600710 苏美达,贸易
552,SH600711,盛屯矿业,SH600711 盛屯矿业,能源金属
553,SH600712,南宁百货,SH600712 南宁百货,一般零售
554,SH600713,南京医药,SH600713 南京医药,医药商业
555,SH600714,金瑞矿业,SH600714 金瑞矿业,化学原料
556,SH600715,文投控股,SH600715 文投控股,游戏
557,SH600716,凤凰股份,SH600716 凤凰股份,房地产开发
558,SH600717,天津港,SH600717 天津港,航运港口
559,SH600718,东软集团,SH600718 东软集团,IT服务
560,SH600719,大连热电,SH600719 大连热电,电力
561,SH600720,祁连山,SH600720 祁连山,水泥
562,SH600721,百花医药,SH600721 百花医药,医疗服务
563,SH600722,金牛化工,SH600722 金牛化工,化学原料
564,SH600724,宁波富达,SH600724 宁波富达,水泥
565,SH600725,云维股份,SH600725 云维股份,焦炭
566,SH600726,*ST华源,SH600726 *ST华源,电力
567,SH600727,鲁北化工,SH600727 鲁北化工,化学原料
568,SH600728,佳都科技,SH600728 佳都科技,IT服务
569,SH600729,重庆百货,SH600729 重庆百货,一般零售
570,SH600730,中国高科,SH600730 中国高科,教育
571,SH600731,湖南海利,SH600731 湖南海利,农化制品
572,SH600732,爱旭股份,SH600732 爱旭股份,光伏设备
573,SH600733,北汽蓝谷,SH600733 北汽蓝谷,乘用车
574,SH600734,ST实达,SH600734 ST实达,通信设备
575,SH600735,新华锦,SH600735 新华锦,饰品
576,SH600736,苏州高新,SH600736 苏州高新,房地产开发
577,SH600737,中粮糖业,SH600737 中粮糖业,农产品加工
578,SH600738,丽尚国潮,SH600738 丽尚国潮,一般零售
579,SH600739,辽宁成大,SH600739 辽宁成大,生物制品
580,SH600740,山西焦化,SH600740 山西焦化,焦炭
581,SH600741,华域汽车,SH600741 华域汽车,汽车零部件
582,SH600742,一汽富维,SH600742 一汽富维,汽车零部件
583,SH600744,华银电力,SH600744 华银电力,电力
584,SH600745,闻泰科技,SH600745 闻泰科技,半导体
585,SH600746,江苏索普,SH600746 江苏索普,化学原料
586,SH600748,上实发展,SH600748 上实发展,房地产开发
587,SH600749,西藏旅游,SH600749 西藏旅游,旅游及景区
588,SH600750,江中药业,SH600750 江中药业,中药
589,SH600751,海航科技,SH600751 海航科技,其他电子
590,SH600753,庚星股份,SH600753 庚星股份,物流
591,SH600754,锦江酒店,SH600754 锦江酒店,酒店餐饮
592,SH600755,厦门国贸,SH600755 厦门国贸,物流
593,SH600756,浪潮软件,SH600756 浪潮软件,IT服务
594,SH600757,长江传媒,SH600757 长江传媒,出版
595,SH600758,辽宁能源,SH600758 辽宁能源,煤炭开采
596,SH600759,ST洲际,SH600759 ST洲际,油气开采
597,SH600760,中航沈飞,SH600760 中航沈飞,航空装备
598,SH600761,安徽合力,SH600761 安徽合力,工程机械
599,SH600763,通策医疗,SH600763 通策医疗,医疗服务
600,SH600764,中国海防,SH600764 中国海防,航海装备
601,SH600765,中航重机,SH600765 中航重机,航空装备
602,SH600766,园城黄金,SH600766 园城黄金,综合
603,SH600767,*ST运盛,SH600767 *ST运盛,IT服务
604,SH600768,宁波富邦,SH600768 宁波富邦,工业金属
605,SH600769,祥龙电业,SH600769 祥龙电业,环境治理
606,SH600770,综艺股份,SH600770 综艺股份,综合
607,SH600771,广誉远,SH600771 广誉远,中药
608,SH600773,西藏城投,SH600773 西藏城投,房地产开发
609,SH600774,汉商集团,SH600774 汉商集团,化学制药
610,SH600775,南京熊猫,SH600775 南京熊猫,通信设备
611,SH600776,东方通信,SH600776 东方通信,通信设备
612,SH600777,新潮能源,SH600777 新潮能源,油气开采
613,SH600778,友好集团,SH600778 友好集团,一般零售
614,SH600779,水井坊,SH600779 水井坊,白酒
615,SH600780,通宝能源,SH600780 通宝能源,电力
616,SH600781,*ST辅仁,SH600781 *ST辅仁,化学制药
617,SH600782,新钢股份,SH600782 新钢股份,普钢
618,SH600783,鲁信创投,SH600783 鲁信创投,
619,SH600784,鲁银投资,SH600784 鲁银投资,综合
620,SH600785,新华百货,SH600785 新华百货,一般零售
621,SH600787,中储股份,SH600787 中储股份,物流
622,SH600789,鲁抗医药,SH600789 鲁抗医药,化学制药
623,SH600790,轻纺城,SH600790 轻纺城,一般零售
624,SH600791,京能置业,SH600791 京能置业,房地产开发
625,SH600792,云煤能源,SH600792 云煤能源,焦炭
626,SH600793,宜宾纸业,SH600793 宜宾纸业,造纸
627,SH600794,保税科技,SH600794 保税科技,物流
628,SH600795,国电电力,SH600795 国电电力,电力
629,SH600796,钱江生化,SH600796 钱江生化,环境治理
630,SH600797,浙大网新,SH600797 浙大网新,IT服务
631,SH600798,宁波海运,SH600798 宁波海运,航运港口
632,SH600800,渤海化学,SH600800 渤海化学,炼化及贸易
633,SH600801,华新水泥,SH600801 华新水泥,水泥
634,SH600802,福建水泥,SH600802 福建水泥,水泥
635,SH600803,新奥股份,SH600803 新奥股份,燃气
636,SH600804,ST鹏博士,SH600804 ST鹏博士,通信服务
637,SH600805,悦达投资,SH600805 悦达投资,综合
638,SH600807,济南高新,SH600807 济南高新,贵金属
639,SH600808,马钢股份,SH600808 马钢股份,普钢
640,SH600809,山西汾酒,SH600809 山西汾酒,白酒
641,SH600810,神马股份,SH600810 神马股份,化学纤维
642,SH600811,东方集团,SH600811 东方集团,贸易
643,SH600812,华北制药,SH600812 华北制药,化学制药
644,SH600814,杭州解百,SH600814 杭州解百,一般零售
645,SH600815,厦工股份,SH600815 厦工股份,工程机械
646,SH600816,ST安信,SH600816 ST安信,多元金融
647,SH600817,宇通重工,SH600817 宇通重工,环保设备
648,SH600818,中路股份,SH600818 中路股份,摩托车及其他
649,SH600819,耀皮玻璃,SH600819 耀皮玻璃,玻璃玻纤
650,SH600820,隧道股份,SH600820 隧道股份,基础建设
651,SH600821,金开新能,SH600821 金开新能,电力
652,SH600822,上海物贸,SH600822 上海物贸,汽车服务
653,SH600823,世茂股份,SH600823 世茂股份,房地产开发
654,SH600824,益民集团,SH600824 益民集团,一般零售
655,SH600825,新华传媒,SH600825 新华传媒,出版
656,SH600826,兰生股份,SH600826 兰生股份,专业服务
657,SH600827,百联股份,SH600827 百联股份,一般零售
658,SH600828,茂业商业,SH600828 茂业商业,一般零售
659,SH600829,人民同泰,SH600829 人民同泰,医药商业
660,SH600830,香溢融通,SH600830 香溢融通,多元金融
661,SH600831,广电网络,SH600831 广电网络,电视广播
662,SH600833,第一医药,SH600833 第一医药,医药商业
663,SH600834,申通地铁,SH600834 申通地铁,铁路公路
664,SH600835,上海机电,SH600835 上海机电,专用设备
665,SH600836,上海易连,SH600836 上海易连,包装印刷
666,SH600837,海通证券,SH600837 海通证券,证券
667,SH600838,上海九百,SH600838 上海九百,一般零售
668,SH600839,四川长虹,SH600839 四川长虹,黑色家电
669,SH600841,动力新科,SH600841 动力新科,商用车
670,SH600843,上工申贝,SH600843 上工申贝,专用设备
671,SH600844,丹化科技,SH600844 丹化科技,化学原料
672,SH600845,宝信软件,SH600845 宝信软件,IT服务
673,SH600846,同济科技,SH600846 同济科技,房地产开发
674,SH600847,万里股份,SH600847 万里股份,电池
675,SH600848,上海临港,SH600848 上海临港,房地产开发
676,SH600850,电科数字,SH600850 电科数字,IT服务
677,SH600851,海欣股份,SH600851 海欣股份,化学制药
678,SH600853,龙建股份,SH600853 龙建股份,基础建设
679,SH600854,春兰股份,SH600854 春兰股份,白色家电
680,SH600855,航天长峰,SH600855 航天长峰,计算机设备
681,SH600857,宁波中百,SH600857 宁波中百,一般零售
682,SH600858,银座股份,SH600858 银座股份,一般零售
683,SH600859,王府井,SH600859 王府井,一般零售
684,SH600860,京城股份,SH600860 京城股份,
685,SH600861,北京城乡,SH600861 北京城乡,一般零售
686,SH600862,中航高科,SH600862 中航高科,航空装备
687,SH600863,内蒙华电,SH600863 内蒙华电,电力
688,SH600864,哈投股份,SH600864 哈投股份,证券
689,SH600865,百大集团,SH600865 百大集团,一般零售
690,SH600866,星湖科技,SH600866 星湖科技,化学制品
691,SH600867,通化东宝,SH600867 通化东宝,生物制品
692,SH600868,梅雁吉祥,SH600868 梅雁吉祥,工程咨询服务
693,SH600869,远东股份,SH600869 远东股份,电网设备
694,SH600871,石化油服,SH600871 石化油服,油服工程
695,SH600872,中炬高新,SH600872 中炬高新,调味发酵品
696,SH600873,梅花生物,SH600873 梅花生物,化学制品
697,SH600874,创业环保,SH600874 创业环保,环境治理
698,SH600875,东方电气,SH600875 东方电气,其他电源设备
699,SH600876,凯盛新能,SH600876 凯盛新能,玻璃玻纤
700,SH600877,电科芯片,SH600877 电科芯片,半导体
701,SH600879,航天电子,SH600879 航天电子,航天装备
702,SH600880,博瑞传播,SH600880 博瑞传播,教育
703,SH600881,亚泰集团,SH600881 亚泰集团,综合
704,SH600882,妙可蓝多,SH600882 妙可蓝多,饮料乳品
705,SH600883,博闻科技,SH600883 博闻科技,种植业
706,SH600884,杉杉股份,SH600884 杉杉股份,电池
707,SH600885,宏发股份,SH600885 宏发股份,电网设备
708,SH600886,国投电力,SH600886 国投电力,电力
709,SH600887,伊利股份,SH600887 伊利股份,饮料乳品
710,SH600888,新疆众和,SH600888 新疆众和,工业金属
711,SH600889,南京化纤,SH600889 南京化纤,化学纤维
712,SH600892,大晟文化,SH600892 大晟文化,游戏
713,SH600893,航发动力,SH600893 航发动力,航空装备
714,SH600894,广日股份,SH600894 广日股份,专用设备
715,SH600895,张江高科,SH600895 张江高科,房地产开发
716,SH600897,厦门空港,SH600897 厦门空港,航空机场
717,SH600898,国美通讯,SH600898 国美通讯,消费电子
718,SH600900,长江电力,SH600900 长江电力,电力
719,SH600901,江苏金租,SH600901 江苏金租,多元金融
720,SH600903,贵州燃气,SH600903 贵州燃气,燃气
721,SH600905,三峡能源,SH600905 三峡能源,电力
722,SH600906,财达证券,SH600906 财达证券,证券
723,SH600908,无锡银行,SH600908 无锡银行,农商行
724,SH600909,华安证券,SH600909 华安证券,证券
725,SH600916,中国黄金,SH600916 中国黄金,饰品
726,SH600917,重庆燃气,SH600917 重庆燃气,燃气
727,SH600918,中泰证券,SH600918 中泰证券,证券
728,SH600919,江苏银行,SH600919 江苏银行,城商行
729,SH600925,苏能股份,SH600925 苏能股份,煤炭开采
730,SH600926,杭州银行,SH600926 杭州银行,城商行
731,SH600927,永安期货,SH600927 永安期货,多元金融
732,SH600928,西安银行,SH600928 西安银行,城商行
733,SH600929,雪天盐业,SH600929 雪天盐业,化学原料
734,SH600933,爱柯迪,SH600933 爱柯迪,
735,SH600935,华塑股份,SH600935 华塑股份,化学原料
736,SH600936,广西广电,SH600936 广西广电,电视广播
737,SH600938,中国海油,SH600938 中国海油,油气开采
738,SH600939,重庆建工,SH600939 重庆建工,房屋建设
739,SH600941,中国移动,SH600941 中国移动,通信服务
740,SH600955,维远股份,SH600955 维远股份,化学原料
741,SH600956,新天绿能,SH600956 新天绿能,电力
742,SH600958,东方证券,SH600958 东方证券,证券
743,SH600959,江苏有线,SH600959 江苏有线,电视广播
744,SH600960,渤海汽车,SH600960 渤海汽车,
745,SH600961,株冶集团,SH600961 株冶集团,工业金属
746,SH600962,国投中鲁,SH600962 国投中鲁,农产品加工
747,SH600963,岳阳林纸,SH600963 岳阳林纸,造纸
748,SH600965,福成股份,SH600965 福成股份,养殖业
749,SH600966,博汇纸业,SH600966 博汇纸业,造纸
750,SH600967,内蒙一机,SH600967 内蒙一机,地面兵装
751,SH600968,海油发展,SH600968 海油发展,油服工程
752,SH600969,郴电国际,SH600969 郴电国际,电力
753,SH600970,中材国际,SH600970 中材国际,专业工程
754,SH600971,恒源煤电,SH600971 恒源煤电,煤炭开采
755,SH600973,宝胜股份,SH600973 宝胜股份,电网设备
756,SH600975,新五丰,SH600975 新五丰,养殖业
757,SH600976,健民集团,SH600976 健民集团,中药
758,SH600977,中国电影,SH600977 中国电影,影视院线
759,SH600979,广安爱众,SH600979 广安爱众,电力
760,SH600980,北矿科技,SH600980 北矿科技,金属新材料
761,SH600981,汇鸿集团,SH600981 汇鸿集团,贸易
762,SH600982,宁波能源,SH600982 宁波能源,电力
763,SH600983,惠而浦,SH600983 惠而浦,白色家电
764,SH600984,建设机械,SH600984 建设机械,工程机械
765,SH600985,淮北矿业,SH600985 淮北矿业,煤炭开采
766,SH600986,浙文互联,SH600986 浙文互联,广告营销
767,SH600987,航民股份,SH600987 航民股份,纺织制造
768,SH600988,赤峰黄金,SH600988 赤峰黄金,贵金属
769,SH600989,宝丰能源,SH600989 宝丰能源,化学原料
770,SH600990,四创电子,SH600990 四创电子,军工电子
771,SH600992,贵绳股份,SH600992 贵绳股份,
772,SH600993,马应龙,SH600993 马应龙,中药
